seed_url,url,title
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/FacilityDirectory/FacilityDirectory/66/2512?npage=2,"primrose lane park | facilities and parks directory  | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/FacilityDirectory/FacilityDirectory/28/2512?npage=2,"price house nature center | facilities and parks directory  | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/FacilityDirectory/FacilityDirectory/24/2512?npage=2,parks and recreation administrative offices
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/Calendar/Event/68347/321?backlist=%2f,"blacksburg farmers market | calendar | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/FacilityDirectory/FacilityDirectory/64/2512?npage=2,"owens street park | facilities and parks directory  | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/Calendar/Event/68252/321?backlist=%2f,"town council meeting | calendar | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/RssFeeds/RssFeed/View?id=2,"events rss feed - blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/Calendar/Event/68364/321?backlist=%2f,"historic or design review board (hdrb) | calendar | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/News/News/11984/304?backlist=%2f,"refuse and recycling collection delay for southeast quadrant: january 26 | latest news | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/News/News/11986/304?backlist=%2f,"town of blacksburg hours: january 27 | latest news | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/News/News/11988/304?backlist=%2f,"refuse and recycling collection delay for northwest quadrant: january 27 | latest news | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/Calendar/Event/ICalendar?ID=68347&IsPublished=True,
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/Calendar/Event/ICalendar?ID=68252&IsPublished=True,
https://www.blacksburg.gov/home,https://www.blacksburg.gov/?fbclid=IwZXh0bgNhZW0CMTAAYnJpZBExMExKOG9id1RJcFVDOGJ1QXNydGMGYXBwX2lkEDIyMjAzOTE3ODgyMDA4OTIAAR7VsTGIBPbm4M6hpLqbM8857iG0emVmP1zMblYqrtGo0r5RmU6kxg3F7uh8rQ_aem_Pui75aTxjyeEgkhW9W8bAQ,"blacksburg, va | home"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/residents/getting-around/downtown-parking,"downtown parking  | blacksburg, va"
https://www.blacksburg.gov/home,https://tobmaps.blacksburg.gov/portal/apps/experiencebuilder/experience/?id=1d0fc3e138574dda9731fcc5d128bca1,experience
https://www.blacksburg.gov/home,https://www.blacksburg.gov/town-council/get-involved/council-appointed-boards-and-committees/historic-or-design-review-board,"historic or design review board | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/community/arts-and-culture/blacksburg-museum-and-cultural-foundation/st-luke-and-odd-fellows-hall,"st. luke and odd fellows hall | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/community/arts-and-culture/blacksburg-museum-and-cultural-foundation/alexander-black-house,"alexander black house | blacksburg, va"
https://www.blacksburg.gov/home,http://tobweb.org/WalkingTour/,map tour
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/Calendar/Event/68347/321?backlist=%2f%3ffbclid%3dIwZXh0bgNhZW0CMTAAYnJpZBExMExKOG9id1RJcFVDOGJ1QXNydGMGYXBwX2lkEDIyMjAzOTE3ODgyMDA4OTIAAR7VsTGIBPbm4M6hpLqbM8857iG0emVmP1zMblYqrtGo0r5RmU6kxg3F7uh8rQ_aem_Pui75aTxjyeEgkhW9W8bAQ,"blacksburg farmers market | calendar | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/departments/departments-l-z/parks-and-recreation/facilities,"facilities | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/community/arts-and-culture/blacksburg-museum-and-cultural-foundation/alexander-black-house/the-relocation-of-the-alexander-black-house,"the relocation of the alexander black house | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/community/arts-and-culture/blacksburg-museum-and-cultural-foundation/alexander-black-house/pictures-of-the-move,"pictures of the move | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/town-council/get-involved/council-appointed-boards-and-committees/blacksburg-public-arts-committee,"blacksburg public arts committee | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/departments/departments-a-k/engineering-and-gis/stormwater,"stormwater | blacksburg, va"
seed_url,url,title
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/News/News/11586/304?arch=1&npage=7,"public service recognition week 2025: department spotlight | latest news | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/News/News/11202/304?arch=1&npage=16,"boil water faqs | latest news | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/News/News/11244/304?arch=1&npage=16,"boil water advisory lifted for town of blacksburg and virginia tech | latest news | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/News/News/11200/304?backlist=%2fhome#!/,"boil water notice: news &amp; updates | latest news | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/News/News/11200/304?arch=1&npage=16,"boil water notice: news &amp; updates | latest news | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/News/News/11202/304?backlist=%2f,"boil water faqs | latest news | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/News/News/11202/304#!/,boil water faqs
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/News/News/11202/304?fbclid=IwZXh0bgNhZW0CMTAAAR1GOxX6RFPRUZqA_qmObT6gxmgxq-HPAT7sUw17JWJT-auVSLGoGsZWl6U_aem_ZUbPIOfNGQ2YN2fLeSKeNQ#!/,"boil water faqs | latest news | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/News/News/11202/304?fbclid=IwZXh0bgNhZW0CMTAAAR0r9VMHxJx79CPM1aOv4IW3-aF4qvFKfil4qKo4vIi81RgQqpsFlNo6Uvw_aem_kZ1vFuydJM0iHdKeSfvU_A#!/,"boil water faqs | latest news | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/News/News/11202/304#!/,boil water faqs
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/News/News/11586/304?fbclid=IwZXh0bgNhZW0CMTAAAR0r9VMHxJx79CPM1aOv4IW3-aF4qvFKfil4qKo4vIi81RgQqpsFlNo6Uvw_aem_kZ1vFuydJM0iHdKeSfvU_A&arch=1&npage=7,"public service recognition week 2025: department spotlight | latest news | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/News/News/11202/304?fbclid=IwZXh0bgNhZW0CMTAAAR0r9VMHxJx79CPM1aOv4IW3-aF4qvFKfil4qKo4vIi81RgQqpsFlNo6Uvw_aem_kZ1vFuydJM0iHdKeSfvU_A&arch=1&npage=16,"boil water faqs | latest news | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/News/News/11244/304?fbclid=IwZXh0bgNhZW0CMTAAAR0r9VMHxJx79CPM1aOv4IW3-aF4qvFKfil4qKo4vIi81RgQqpsFlNo6Uvw_aem_kZ1vFuydJM0iHdKeSfvU_A&arch=1&npage=16,"boil water advisory lifted for town of blacksburg and virginia tech | latest news | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/News/News/11200/304?fbclid=IwZXh0bgNhZW0CMTAAAR0r9VMHxJx79CPM1aOv4IW3-aF4qvFKfil4qKo4vIi81RgQqpsFlNo6Uvw_aem_kZ1vFuydJM0iHdKeSfvU_A&arch=1&npage=16,"boil water notice: news &amp; updates | latest news | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/News/News/11202/304?fbclid=IwZXh0bgNhZW0CMTAAYnJpZBExbzZLRVVhM0hzR1dreUhsdgEeAu-amLyO4DfwlcKcmdylXYZH4iEytKUajwYq2qdlN303oN1g8R3oj7Uu3Lo_aem_h4sJ-7VmGnLfrJ5wgXl9Bg&arch=1&npage=16,"boil water faqs | latest news | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/News/News/11244/304?fbclid=IwZXh0bgNhZW0CMTAAYnJpZBExbzZLRVVhM0hzR1dreUhsdgEeAu-amLyO4DfwlcKcmdylXYZH4iEytKUajwYq2qdlN303oN1g8R3oj7Uu3Lo_aem_h4sJ-7VmGnLfrJ5wgXl9Bg&arch=1&npage=16,"boil water advisory lifted for town of blacksburg and virginia tech | latest news | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/News/News/11200/304?fbclid=IwZXh0bgNhZW0CMTAAYnJpZBExbzZLRVVhM0hzR1dreUhsdgEeAu-amLyO4DfwlcKcmdylXYZH4iEytKUajwYq2qdlN303oN1g8R3oj7Uu3Lo_aem_h4sJ-7VmGnLfrJ5wgXl9Bg&arch=1&npage=16,"boil water notice: news &amp; updates | latest news | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/News/News/11586/304?fbclid=IwZXh0bgNhZW0CMTAAYnJpZBExbzZLRVVhM0hzR1dreUhsdgEeAu-amLyO4DfwlcKcmdylXYZH4iEytKUajwYq2qdlN303oN1g8R3oj7Uu3Lo_aem_h4sJ-7VmGnLfrJ5wgXl9Bg&arch=1&npage=7,"public service recognition week 2025: department spotlight | latest news | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/News/News/11202/304?fbclid=IwZXh0bgNhZW0CMTAAAR1GOxX6RFPRUZqA_qmObT6gxmgxq-HPAT7sUw17JWJT-auVSLGoGsZWl6U_aem_ZUbPIOfNGQ2YN2fLeSKeNQ&arch=1&npage=16,"boil water faqs | latest news | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/News/News/11244/304?fbclid=IwZXh0bgNhZW0CMTAAAR1GOxX6RFPRUZqA_qmObT6gxmgxq-HPAT7sUw17JWJT-auVSLGoGsZWl6U_aem_ZUbPIOfNGQ2YN2fLeSKeNQ&arch=1&npage=16,"boil water advisory lifted for town of blacksburg and virginia tech | latest news | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/News/News/11200/304?fbclid=IwZXh0bgNhZW0CMTAAAR1GOxX6RFPRUZqA_qmObT6gxmgxq-HPAT7sUw17JWJT-auVSLGoGsZWl6U_aem_ZUbPIOfNGQ2YN2fLeSKeNQ&arch=1&npage=16,"boil water notice: news &amp; updates | latest news | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/News/News/11586/304?fbclid=IwZXh0bgNhZW0CMTAAAR1GOxX6RFPRUZqA_qmObT6gxmgxq-HPAT7sUw17JWJT-auVSLGoGsZWl6U_aem_ZUbPIOfNGQ2YN2fLeSKeNQ&arch=1&npage=7,"public service recognition week 2025: department spotlight | latest news | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/News/News/11586/304?fsiteid=1&arch=1&npage=7,"public service recognition week 2025: department spotlight | latest news | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/News/News/11202/304?fsiteid=1&arch=1&npage=16,"boil water faqs | latest news | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/News/News/11244/304?fsiteid=1&arch=1&npage=16,"boil water advisory lifted for town of blacksburg and virginia tech | latest news | blacksburg, va"
https://www.blacksburg.gov/home,https://www.blacksburg.gov/Home/Components/News/News/11200/304?fsiteid=1&arch=1&npage=16,"boil water notice: news &amp; updates | latest news | blacksburg, va"
seed_url,url,title
https://montva.com/homepage,https://montva.com/1/departments-services/water-sewer/boil-water-lifted,boil water lifted instructions
https://montva.com/homepage,https://montva.com/1/departments-services/water-sewer/boil-water-notice-faqs,boil water notice faqs
https://montva.com/homepage,https://montva.com/1/news/n/2024/09/30/new-river-valley-regional-water-authority-issues-boil-water-notice,10/11/24 - boil water advisory lifted for all areas in montgomery county
https://montva.com/homepage,https://montva.com/images/default-source/default-album/nrvrwa-boil-water-notice-info-102024.jpg?sfvrsn=e796bf51_0,nrvrwa-boil-water-notice-info-102024.jpg (940×788)
https://montva.com/homepage,https://montva.com/images/default-source/default-album/boil-water-notice-faqs.png?sfvrsn=1fe8d722_0,boil-water-notice-faqs.png (3375×3375)
https://montva.com/homepage,https://montva.com/images/default-source/default-album/nrvrwa-boil-water-notice-info-102024c19b5a9d0920438982d0a0b3ed809328.jpg?sfvrsn=68bb193c_0,nrvrwa-boil-water-notice-info-102024c19b5a9d0920438982d0a0b3ed809328.jpg (940×788)
https://montva.com/homepage,https://www.montva.com/1/departments-services/water-sewer/boil-water-lifted,boil water lifted instructions
https://montva.com/homepage,https://www.montva.com/1/departments-services/water-sewer/boil-water-notice-faqs,boil water notice faqs
seed_url,url,title
https://montva.com/homepage,https://montva.com/1/departments-services/water-sewer/boil-water-lifted,boil water lifted instructions
https://montva.com/homepage,https://montva.com/1/departments-services/water-sewer/boil-water-notice-faqs,boil water notice faqs
seed_url,url,title
http://www.boydcountyky.gov/,https://www.boydcountyky.gov/297/Hyper-Reach,"hyper-reach | boyd county, ky"
seed_url,url,title
https://breckinridgeky.com/,https://breckinridgeky.com/,"breckinridge county government – breckinridge county, ky | government, fiscal court"
seed_url,url,title
https://franklincounty.ky.gov/,https://franklincounty.ky.gov/farmdale-water-district-planned-water-outage-boil-advisory/,farmdale water district: planned water outage & boil advisory | franklin county
https://franklincounty.ky.gov/,https://franklincounty.ky.gov/newsfeed/page/74/?et_blog,newsfeed | franklin county
https://franklincounty.ky.gov/,https://franklincounty.ky.gov/farmdale-boil-water-advisory/,farmdale boil water advisory | franklin county
seed_url,url,title
https://fultoncounty.ky.gov/Pages/index.aspx,https://fultoncounty.ky.gov/Services/Pages/code-red.aspx,"code red - 
        
    fulton county"
seed_url,url,title
http://hopkinscounty.ky.gov/,https://hopkinscounty.ky.gov/index.php/news/216-are-you-registered-with-codered-learn-how,are you registered with codered? learn how
http://hopkinscounty.ky.gov/,https://hopkinscounty.ky.gov/index.php/news?start=168,news
seed_url,url,title
http://www.kentoncounty.org/,https://www.kentoncounty.org/m/faq?cat=15#question-74,frequently asked questions - civicplus.cms.faq
http://www.kentoncounty.org/,https://www.kentoncounty.org/m/faq?cat=15#question-73,frequently asked questions - civicplus.cms.faq
http://www.kentoncounty.org/,https://www.kentoncounty.org/m/faq?cat=15#question-72,frequently asked questions - civicplus.cms.faq
http://www.kentoncounty.org/,https://www.kentoncounty.org/m/faq?cat=15#question-71,frequently asked questions - civicplus.cms.faq
http://www.kentoncounty.org/,https://www.kentoncounty.org/m/FAQ,frequently asked questions - civicplus.cms.faq
http://www.kentoncounty.org/,https://www.kentoncounty.org/m/faq?cat=15#question-70,frequently asked questions - civicplus.cms.faq
http://www.kentoncounty.org/,https://www.kentoncounty.org/m/faq?cat=15#question-69,frequently asked questions - civicplus.cms.faq
http://www.kentoncounty.org/,https://www.kentoncounty.org/m/faq?cat=15#question-68,frequently asked questions - civicplus.cms.faq
http://www.kentoncounty.org/,https://www.kentoncounty.org/m/faq?cat=15#question-67,frequently asked questions - civicplus.cms.faq
http://www.kentoncounty.org/,https://www.kentoncounty.org/m/faq?cat=15#question-66,frequently asked questions - civicplus.cms.faq
http://www.kentoncounty.org/,https://www.kentoncounty.org/m/faq?cat=15#question-65,frequently asked questions - civicplus.cms.faq
http://www.kentoncounty.org/,https://www.kentoncounty.org/m/faq?cat=15#question-64,frequently asked questions - civicplus.cms.faq
http://www.kentoncounty.org/,https://www.kentoncounty.org/m/faq?cat=15#question-63,frequently asked questions - civicplus.cms.faq
http://www.kentoncounty.org/,https://www.kentoncounty.org/m/faq?cat=15#question-62,frequently asked questions - civicplus.cms.faq
http://www.kentoncounty.org/,https://www.kentoncounty.org/m/faq?cat=15,frequently asked questions - civicplus.cms.faq
